# Observation File: water_balance.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [d]
# -----------------------------------------------------------------------------
# Observation Name: net runoff [mol d^-1]
# Region: surface domain outlet
# Reduction: extensive integral
# Variable: surface-water_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: surface water content [mol]
# Region: surface domain
# Reduction: extensive integral
# Variable: surface-water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: subsurface water content [mol]
# Region: computational domain
# Reduction: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: max ponded depth [m]
# Region: surface domain
# Reduction: maximum
# Variable: surface-ponded_depth
# Number of Vectors: 1
# =============================================================================
"time [d]","net runoff [mol d^-1]","surface water content [mol]","subsurface water content [mol]","max ponded depth [m]"
2.317522382619e+02,2.124156478429e+09,3.991254911795e+11,9.275695885073e+12,1.471134747292e+01
2.323846289565e+02,2.123620194193e+09,3.992926850603e+11,9.275548302987e+12,1.471133092548e+01
2.330170196510e+02,2.123084134429e+09,3.994599697222e+11,9.275401140377e+12,1.471131431148e+01
2.338075080192e+02,2.653028462928e+09,3.996701805726e+11,9.275216955458e+12,1.471129542533e+01
2.345979963873e+02,2.652242108570e+09,3.998809978255e+11,9.275032894025e+12,1.471127819753e+01
2.351908626635e+02,1.988764726408e+09,4.000410226296e+11,9.274893392031e+12,1.471126734367e+01
2.357837289396e+02,1.988396622693e+09,4.002034989477e+11,9.274751640416e+12,1.471125922798e+01
2.362283786467e+02,1.491113217940e+09,4.003253325281e+11,9.274645588650e+12,1.471125431719e+01
2.367841907806e+02,1.863654663139e+09,4.004774712489e+11,9.274513437063e+12,1.471125107961e+01
2.373400029144e+02,1.863483059064e+09,4.006293538669e+11,9.274381695208e+12,1.471125179804e+01
2.378958150483e+02,1.863397666283e+09,4.007809285234e+11,9.274250359808e+12,1.471125649836e+01
2.384516271822e+02,1.863408659005e+09,4.009321442920e+11,9.274119426606e+12,1.471126567402e+01
2.391463923495e+02,2.329463042526e+09,4.011203846614e+11,9.273956382250e+12,1.471127980461e+01
2.395731961748e+02,1.431134681618e+09,4.012357019959e+11,9.273856454326e+12,1.471128885261e+01
2.400000000000e+02,1.431272238631e+09,4.013506346706e+11,9.273756774372e+12,1.471129691978e+01
2.406947651673e+02,2.330227014373e+09,4.015366456148e+11,9.273595157558e+12,1.471130422893e+01
2.413895303347e+02,2.330495512803e+09,4.017218194800e+11,9.273434185561e+12,1.471130698665e+01
2.420842955020e+02,2.330623962380e+09,4.019062389374e+11,9.273273850359e+12,1.471130409221e+01
2.426053693775e+02,1.747970471900e+09,4.020441828575e+11,9.273153953606e+12,1.471129920760e+01
2.430938761358e+02,1.638663615805e+09,4.021732271607e+11,9.273041860500e+12,1.471129227602e+01
2.434602562045e+02,1.228939344745e+09,4.022699134094e+11,9.272957941122e+12,1.471128608365e+01
2.437350412561e+02,9.216614266461e+08,4.023423774960e+11,9.272895095776e+12,1.471128112778e+01
2.440098263076e+02,9.216104494762e+08,4.024147955768e+11,9.272832345708e+12,1.471127597026e+01
2.442846113591e+02,9.215508110684e+08,4.024871814039e+11,9.272769690499e+12,1.471127056775e+01
2.445593964107e+02,9.214886796698e+08,4.025595368013e+11,9.272707130454e+12,1.471126493380e+01
2.449028777251e+02,1.151754205772e+09,4.026499399475e+11,9.272629079321e+12,1.471125757224e+01
2.453322293681e+02,1.439513989287e+09,4.027629004079e+11,9.272531748093e+12,1.471124817414e+01
2.460030913103e+02,2.248742018460e+09,4.029393147636e+11,9.272380234505e+12,1.471123311742e+01
2.473133685412e+02,4.390090646564e+09,4.032836645438e+11,9.272086485282e+12,1.471120324276e+01
2.486236457721e+02,4.388050406850e+09,4.036278305085e+11,9.271794954745e+12,1.471117300237e+01
2.499339230031e+02,4.386009350957e+09,4.039719250799e+11,9.271505550225e+12,1.471114298769e+01
2.512442002340e+02,4.383963092298e+09,4.043159191585e+11,9.271218262177e+12,1.471111276221e+01
2.525544774649e+02,4.381919167543e+09,4.046598329519e+11,9.270933073913e+12,1.471108293705e+01
2.538647546958e+02,4.379912494452e+09,4.050037028173e+11,9.270649976023e+12,1.471105393655e+01
2.551750319267e+02,4.377933117789e+09,4.053474908501e+11,9.270368925365e+12,1.471102537091e+01
2.568128784653e+02,5.469409539248e+09,4.057771291497e+11,9.270020742050e+12,1.471099032234e+01
2.580412633693e+02,4.100356524647e+09,4.060991868079e+11,9.269761422526e+12,1.471096355293e+01
2.592696482733e+02,4.098680727827e+09,4.064206773170e+11,9.269503916082e+12,1.471093735320e+01
2.601909369513e+02,3.073066965246e+09,4.066625855672e+11,9.269311791479e+12,1.471091767508e+01
2.608819034598e+02,2.304273966702e+09,4.068438007601e+11,9.269168250715e+12,1.471090299546e+01
2.615728699682e+02,2.303747444332e+09,4.070249042676e+11,9.269025261307e+12,1.471088836147e+01
2.622638364767e+02,2.303221360392e+09,4.072059528654e+11,9.268882811351e+12,1.471087380500e+01
2.631275446123e+02,2.878213925530e+09,4.074322116311e+11,9.268705598204e+12,1.471085571693e+01
2.642071797818e+02,3.596504193838e+09,4.077149358588e+11,9.268485426098e+12,1.471083335474e+01
2.654723772461e+02,4.212954793041e+09,4.080460985538e+11,9.268229263266e+12,1.471080771029e+01
2.667375747104e+02,4.211254499719e+09,4.083771216840e+11,9.267974883798e+12,1.471078173173e+01
2.676864728086e+02,3.157491644986e+09,4.086253439789e+11,9.267785082624e+12,1.471076248932e+01
2.683981463822e+02,2.367586626140e+09,4.088115099910e+11,9.267643278298e+12,1.471074850194e+01
2.691098199559e+02,2.367068104435e+09,4.089976544766e+11,9.267502014637e+12,1.471073444899e+01
2.695549099779e+02,1.480192127796e+09,4.091140596819e+11,9.267413877977e+12,1.471072577773e+01
2.700000000000e+02,1.479989881212e+09,4.092304538924e+11,9.267325950921e+12,1.471071721440e+01
2.707116735737e+02,2.365909654506e+09,4.094165344513e+11,9.267185901356e+12,1.471070348179e+01
2.716012655407e+02,2.956599315790e+09,4.096490916697e+11,9.267011680235e+12,1.473627530475e+01
2.724908575078e+02,2.955810533559e+09,4.098815872302e+11,9.266838306840e+12,1.476245765997e+01
2.733804494748e+02,2.955036308652e+09,4.101140122116e+11,9.266665781380e+12,1.478863836136e+01
2.742700414419e+02,2.954262622856e+09,4.103463676892e+11,9.266494191007e+12,1.481481819659e+01
2.753820314007e+02,3.691623062951e+09,4.106367177498e+11,9.266281008340e+12,1.484754239037e+01
2.764245219872e+02,3.459832665642e+09,4.109087948740e+11,9.266082240354e+12,1.487821978515e+01
2.774670125736e+02,3.458770420512e+09,4.111807754514e+11,9.265884627996e+12,1.490889292576e+01
2.785095031600e+02,3.457714739575e+09,4.114526512864e+11,9.265688145051e+12,1.493956480559e+01
2.795519937464e+02,3.456662435325e+09,4.117244384238e+11,9.265492824284e+12,1.497023218605e+01
2.805944843328e+02,3.455610810646e+09,4.119961525866e+11,9.265298600802e+12,1.500089904552e+01
2.818975975658e+02,4.317879612535e+09,4.123356730646e+11,9.265057576849e+12,1.503923117186e+01
2.835264891070e+02,5.394874207856e+09,4.127599674805e+11,9.264758950550e+12,1.508713917816e+01
2.851553806483e+02,5.392431119206e+09,4.131839680641e+11,9.264463052619e+12,1.513503900318e+01
2.863770493042e+02,4.042947733495e+09,4.135018108485e+11,9.264242658988e+12,1.517095816901e+01
2.872933007962e+02,3.031436627776e+09,4.137401211298e+11,9.264078216414e+12,1.519789692681e+01
2.884386151611e+02,3.788085960081e+09,4.140378536273e+11,9.263874014226e+12,1.523156721949e+01
2.895839295261e+02,3.786866751083e+09,4.143354548778e+11,9.263671162313e+12,1.526523461610e+01
2.907292438910e+02,3.785650605211e+09,4.146329339636e+11,9.263469635686e+12,1.529890016517e+01
2.921608868472e+02,4.730156440168e+09,4.150045514988e+11,9.263219899796e+12,1.534097656017e+01
2.935925298034e+02,4.728238676326e+09,4.153759564768e+11,9.262972293723e+12,1.538304845648e+01
2.950241727596e+02,4.726317413906e+09,4.157471412651e+11,9.262726851887e+12,1.542511759635e+01
2.964558157158e+02,4.724392271040e+09,4.161181273046e+11,9.262483553425e+12,1.546718394958e+01
2.974624396693e+02,3.320882337289e+09,4.163787654457e+11,9.262313604552e+12,1.549675182376e+01
2.982174076345e+02,2.490141774151e+09,4.165741227108e+11,9.262186769868e+12,1.551892393449e+01
2.989723755997e+02,2.489679503232e+09,4.167693441016e+11,9.262060558257e+12,1.554109366914e+01
2.995386015736e+02,1.867041115647e+09,4.169156390745e+11,9.261966247336e+12,1.555771988401e+01
3.000000000000e+02,1.521273303735e+09,4.170346717676e+11,9.261889626339e+12,1.557126761337e+01
3.005662259739e+02,1.866820206922e+09,4.171804746580e+11,9.261795945103e+12,1.558789254075e+01
3.011429740069e+02,1.901568623874e+09,4.173285932050e+11,9.261700885202e+12,1.560482548611e+01
3.017197220400e+02,1.901803020589e+09,4.174761688461e+11,9.261606182796e+12,1.562175734835e+01
3.022964700730e+02,1.902221721866e+09,4.176229992084e+11,9.261511839209e+12,1.563868845134e+01
3.030174051143e+02,2.378741654680e+09,4.178049788148e+11,9.261394471322e+12,1.565985050286e+01
3.035581063953e+02,1.784693123024e+09,4.179404590433e+11,9.261306801625e+12,1.567572092374e+01
3.039636323560e+02,1.338904602789e+09,4.180415375932e+11,9.261241236457e+12,1.568762344701e+01
3.043691583168e+02,1.339298419807e+09,4.181419735597e+11,9.261175858409e+12,1.569952550760e+01
3.048760657677e+02,1.674716418715e+09,4.182667172206e+11,9.261094428427e+12,1.571440256387e+01
3.055097000813e+02,2.094190996472e+09,4.184213390834e+11,9.260993089005e+12,1.573299710381e+01
3.061433343950e+02,2.094802716527e+09,4.185749023141e+11,9.260892190486e+12,1.575159028501e+01
3.067769687086e+02,2.095222124581e+09,4.187276106432e+11,9.260791731347e+12,1.577018244139e+01
3.074106030223e+02,2.095454254075e+09,4.188796459272e+11,9.260691709130e+12,1.578877373566e+01
3.080442373359e+02,2.095514827152e+09,4.190311649552e+11,9.260592133665e+12,1.580736406749e+01
3.086778716496e+02,2.095444969767e+09,4.191823596097e+11,9.260493009050e+12,1.582595326192e+01
3.093115059632e+02,2.095265467992e+09,4.193332090773e+11,9.260394328621e+12,1.584454091729e+01
3.099451402768e+02,2.095008881727e+09,4.194839392720e+11,9.260296106042e+12,1.586312828553e+01
3.107371831689e+02,2.618257507071e+09,4.196721544256e+11,9.260174018718e+12,1.588636094994e+01
3.113312153379e+02,1.963387372339e+09,4.198132520950e+11,9.260082834826e+12,1.590378500689e+01
3.120737555492e+02,2.453696787180e+09,4.199895297721e+11,9.259969438267e+12,1.592556342944e+01
3.128162957605e+02,2.453128006051e+09,4.201657598688e+11,9.259856627577e+12,1.594734100851e+01
3.135588359719e+02,2.452548607022e+09,4.203419779990e+11,9.259744389139e+12,1.596911804702e+01
3.144870112360e+02,3.064781800941e+09,4.205622582560e+11,9.259604963410e+12,1.599633834042e+01
3.156472303161e+02,3.829618257477e+09,4.208376951228e+11,9.259432014636e+12,1.603035968206e+01
3.162998535487e+02,2.153741047593e+09,4.209926377440e+11,9.259335145956e+12,1.604949518083e+01
3.167893209732e+02,1.615078721606e+09,4.211088580790e+11,9.259262711393e+12,1.606384111367e+01
3.170646463994e+02,9.084123294193e+08,4.211742338616e+11,9.259222035011e+12,1.607191051868e+01
3.173399718257e+02,9.083404514530e+08,4.212396086920e+11,9.259181431687e+12,1.607997967684e+01
3.176152972519e+02,9.082691576920e+08,4.213049826384e+11,9.259140899790e+12,1.608804857495e+01
3.179594540347e+02,1.135227743833e+09,4.213866960021e+11,9.259090348562e+12,1.609813467647e+01
3.183896500133e+02,1.418865300617e+09,4.214888293057e+11,9.259027338140e+12,1.611074121088e+01
3.188198459918e+02,1.418694694679e+09,4.215909563836e+11,9.258964504050e+12,1.612334742576e+01
3.193575909649e+02,1.773105180164e+09,4.217186055768e+11,9.258886229834e+12,1.613910482830e+01
3.200297721813e+02,2.215968390842e+09,4.218781564534e+11,9.258788804093e+12,1.615880026026e+01
3.210800553320e+02,3.461467410466e+09,4.221274281569e+11,9.258637608145e+12,1.618956940083e+01
3.221303384827e+02,3.460485282787e+09,4.223766858532e+11,9.258487405773e+12,1.622033660498e+01
3.231149789364e+02,3.243353542036e+09,4.226103607158e+11,9.258347454803e+12,1.624917738378e+01
3.240996193902e+02,3.242515244544e+09,4.228439947145e+11,9.258208373841e+12,1.627801697052e+01
3.250842598439e+02,3.241685142948e+09,4.230776103112e+11,9.258070154370e+12,1.630685274826e+01
3.260689002977e+02,3.240859942858e+09,4.233111904485e+11,9.257932770910e+12,1.633568757631e+01
3.272997008649e+02,4.049814962032e+09,4.236031343422e+11,9.257762381239e+12,1.637172238870e+01
3.285305014321e+02,4.048571532573e+09,4.238949819978e+11,9.257593312448e+12,1.640775259383e+01
3.292652507160e+02,2.416425644473e+09,4.240691868920e+11,9.257492835922e+12,1.642926112702e+01
3.300000000000e+02,2.415981252109e+09,4.242433725557e+11,9.257392821165e+12,1.645076949209e+01
3.312308005672e+02,4.045856981832e+09,4.245351211134e+11,9.257226578699e+12,1.648678509654e+01
3.321539009926e+02,3.033705157750e+09,4.247538813875e+11,9.257102617576e+12,1.651379042371e+01
3.328462263116e+02,2.274893673267e+09,4.249179145713e+11,9.257010069050e+12,1.653404191215e+01
3.335385516307e+02,2.274508550388e+09,4.250818912485e+11,9.256917959228e+12,1.655429259901e+01
3.340577956200e+02,1.705667494662e+09,4.252048500067e+11,9.256849116067e+12,1.656948048963e+01
3.347068506066e+02,2.131758093298e+09,4.253585606743e+11,9.256763381015e+12,1.658846150202e+01
3.353559055932e+02,2.131427767316e+09,4.255122534995e+11,9.256677995200e+12,1.660744122560e+01
3.360049605798e+02,2.131100142514e+09,4.256659258210e+11,9.256592958259e+12,1.662641947772e+01
3.366540155664e+02,2.130771659203e+09,4.258195735115e+11,9.256508271168e+12,1.664539663737e+01
3.374653342996e+02,2.662959281368e+09,4.260115947209e+11,9.256402959845e+12,1.666911716553e+01
3.384794827162e+02,3.327918388782e+09,4.262515629643e+11,9.256272161242e+12,1.669876084513e+01
3.392400940286e+02,2.495503211561e+09,4.264315082030e+11,9.256174527375e+12,1.672099001307e+01
3.400007053411e+02,2.495066476953e+09,4.266114204998e+11,9.256077353409e+12,1.674321481440e+01
3.405711638254e+02,1.871062514638e+09,4.267463437969e+11,9.256004727671e+12,1.675988294358e+01
3.412842369308e+02,2.338446279296e+09,4.269149686396e+11,9.255914343162e+12,1.678071686655e+01
3.417856164580e+02,1.644034419322e+09,4.270335283877e+11,9.255850987794e+12,1.679536229218e+01
3.419971359461e+02,6.935420759246e+08,4.270835460593e+11,9.255824291189e+12,1.680154035689e+01
3.422086554341e+02,6.935061286723e+08,4.271335640717e+11,9.255797627451e+12,1.680771829954e+01
3.424201749222e+02,6.934732708569e+08,4.271835829115e+11,9.255770997769e+12,1.681389611141e+01
3.426316944102e+02,6.934444766450e+08,4.272335994517e+11,9.255744402167e+12,1.682007374874e+01
3.428960937703e+02,8.667556831699e+08,4.272961192410e+11,9.255711210312e+12,1.682779576069e+01
3.432265929704e+02,1.083364057319e+09,4.273742516797e+11,9.255669798879e+12,1.683744805930e+01
3.437429979705e+02,1.692560034439e+09,4.274963314654e+11,9.255605318862e+12,1.685252839650e+01
3.444994506074e+02,2.478929937429e+09,4.276751400887e+11,9.255511297413e+12,1.687461583747e+01
3.452559032443e+02,2.478524331642e+09,4.278539094514e+11,9.255417715729e+12,1.689669976006e+01
3.460123558812e+02,2.478125687159e+09,4.280326443545e+11,9.255324569743e+12,1.691878131761e+01
3.467688085181e+02,2.477728905245e+09,4.282113418470e+11,9.255231855938e+12,1.694085951325e+01
3.475252611550e+02,2.477339816599e+09,4.283900077535e+11,9.255139539730e+12,1.696293700505e+01
3.484708269512e+02,3.096064528777e+09,4.286132906828e+11,9.255024852113e+12,1.699053217829e+01
3.496527841963e+02,3.869125629972e+09,4.288923111887e+11,9.254882514735e+12,1.702502439826e+01
3.504319064038e+02,2.550033859717e+09,4.290747691622e+11,9.254789156104e+12,1.704731528527e+01
3.510162480595e+02,1.912298739078e+09,4.292126982102e+11,9.254719387731e+12,1.706437142680e+01
3.516005897151e+02,1.912070552283e+09,4.293506066328e+11,9.254649866396e+12,1.708142601852e+01
3.521849313707e+02,1.911844653989e+09,4.294884871214e+11,9.254580592565e+12,1.709847671905e+01
3.529153584403e+02,2.389448624143e+09,4.296608090034e+11,9.254494377764e+12,1.711978684442e+01
3.538283922772e+02,2.986260531569e+09,4.298761633201e+11,9.254387191472e+12,1.714641510950e+01
3.547414261141e+02,2.985725737356e+09,4.300914843770e+11,9.254280576884e+12,1.717303946154e+01
3.558827184103e+02,3.731319514318e+09,4.303605941261e+11,9.254148183686e+12,1.720631340825e+01
3.570240107064e+02,3.730512484444e+09,4.306296635467e+11,9.254016647398e+12,1.723957755454e+01
3.581653030026e+02,3.729714347874e+09,4.308986859229e+11,9.253885953199e+12,1.727283740910e+01
3.590826515013e+02,2.997364399925e+09,4.311148883360e+11,9.253781443152e+12,1.729956767637e+01
3.600000000000e+02,2.996865779666e+09,4.313310468264e+11,9.253677469704e+12,1.732629474581e+01
3.614266153702e+02,4.659407449112e+09,4.316671233801e+11,9.253517073070e+12,1.736785050829e+01
3.628599723994e+02,4.680250991462e+09,4.320046779852e+11,9.253357221076e+12,1.740959488586e+01
3.646516686860e+02,5.848529275117e+09,4.324264232571e+11,9.253159415168e+12,1.746175229268e+01
3.656594978472e+02,3.289237515090e+09,4.326635862303e+11,9.253048778930e+12,1.749108425358e+01
3.660846757745e+02,1.387548179735e+09,4.327518456821e+11,9.253013214242e+12,1.749964764414e+01
3.663238383587e+02,7.804649297723e+08,4.328080970036e+11,9.252987068280e+12,1.750302259327e+01
3.665630009428e+02,7.804331622996e+08,4.328644791644e+11,9.252960954645e+12,1.750483541457e+01
3.668021635270e+02,7.804017984365e+08,4.329207926526e+11,9.252934879541e+12,1.750571431895e+01
3.670413261111e+02,7.803705575242e+08,4.329773912840e+11,9.252908852958e+12,1.750616101098e+01
3.673402793413e+02,9.754149731768e+08,4.330476098957e+11,9.252876447500e+12,1.750634757651e+01
3.676392325715e+02,9.753699108921e+08,4.331176396484e+11,9.252844240108e+12,1.750642049170e+01
3.679381858017e+02,9.753359261825e+08,4.331873719733e+11,9.252812330719e+12,1.750645036889e+01
3.682371390319e+02,9.753317658499e+08,4.332567276212e+11,9.252780851938e+12,1.750646131947e+01
3.685360922621e+02,9.753869386746e+08,4.333255390521e+11,9.252749824653e+12,1.750646607005e+01
3.689097837998e+02,1.219565047222e+09,4.334109163881e+11,9.252711380792e+12,1.750646819576e+01
3.692834753375e+02,1.220295286961e+09,4.334956433908e+11,9.252672866393e+12,1.750646901847e+01
3.696571668752e+02,1.221569795604e+09,4.335792515900e+11,9.252634179418e+12,1.750646938612e+01
3.700308584130e+02,1.223470472349e+09,4.336614436661e+11,9.252595031272e+12,1.750646957971e+01
3.704045499507e+02,1.225995800549e+09,4.337413989484e+11,9.252555600770e+12,1.750646970420e+01
3.707782414884e+02,1.229047175613e+09,4.338183409291e+11,9.252516105395e+12,1.750646979612e+01
3.711519330262e+02,1.232440515583e+09,4.338917649015e+11,9.252476695543e+12,1.750646987237e+01
3.715256245639e+02,1.235942898933e+09,4.339616512280e+11,9.252437367671e+12,1.750646993944e+01
3.718993161016e+02,1.239333284295e+09,4.340280561267e+11,9.252398119107e+12,1.750646999988e+01
3.723664305238e+02,1.553810197611e+09,4.341062921786e+11,9.252349178575e+12,1.750647006796e+01
3.728335449460e+02,1.557584534818e+09,4.341806430597e+11,9.252300355909e+12,1.750647013034e+01
3.733006593681e+02,1.560457281459e+09,4.342520055033e+11,9.252251649976e+12,1.750647018808e+01
3.738845523958e+02,1.953529075632e+09,4.343381050703e+11,9.252190949697e+12,1.750647025440e+01
3.744684454235e+02,1.955319488028e+09,4.344221884117e+11,9.252130431774e+12,1.750647031563e+01
3.750523384512e+02,1.956308711326e+09,4.345050902424e+11,9.252070100303e+12,1.750647037273e+01
3.757822047359e+02,2.446057412579e+09,4.346077946538e+11,9.251994978368e+12,1.750647043857e+01
3.766945375917e+02,3.057792140299e+09,4.347354994355e+11,9.251901529855e+12,1.750647051346e+01
3.781200576788e+02,4.777263188239e+09,4.349344653347e+11,9.251756623470e+12,1.750647061596e+01
3.809042765991e+02,9.327028307993e+09,4.353224065671e+11,9.251477706846e+12,1.750647077075e+01
3.824703997417e+02,5.245276123143e+09,4.355404867440e+11,9.251322117968e+12,1.750647084742e+01
3.840365228844e+02,5.244092602339e+09,4.357585072456e+11,9.251167810936e+12,1.750647091374e+01
3.852111152414e+02,3.932406302502e+09,4.359219405757e+11,9.251052802756e+12,1.750647095885e+01
3.860920595091e+02,2.948933372803e+09,4.360444869967e+11,9.250966948514e+12,1.750647099079e+01
3.871932398438e+02,3.685587116722e+09,4.361976223046e+11,9.250860250306e+12,1.750647102853e+01
3.885697152621e+02,4.606085165849e+09,4.363889688835e+11,9.250727836719e+12,1.750647106732e+01
3.907204581033e+02,7.194835221001e+09,4.366876932459e+11,9.250523415079e+12,1.750647111764e+01
3.923335152341e+02,5.394900055722e+09,4.369115743961e+11,9.250371477451e+12,1.750647115176e+01
3.939465723650e+02,5.393663205939e+09,4.371353347863e+11,9.250220895627e+12,1.750647118166e+01
3.955596294959e+02,5.392413532321e+09,4.373589147217e+11,9.250071739352e+12,1.750647120775e+01
3.971726866267e+02,5.391169075154e+09,4.375822725179e+11,9.249924049534e+12,1.750647123076e+01
3.987857437576e+02,5.389923421971e+09,4.378054785101e+11,9.249777769612e+12,1.750647125093e+01
4.003988008885e+02,5.388686883345e+09,4.380285549972e+11,9.249632861195e+12,1.750647126868e+01
4.020118580193e+02,5.387456524654e+09,4.382515135986e+11,9.249489295203e+12,1.750647128408e+01
4.036249151502e+02,5.386231266481e+09,4.384743435964e+11,9.249347067759e+12,1.750647129786e+01
4.052379722811e+02,5.384992791620e+09,4.386970884941e+11,9.249206123085e+12,1.750647131019e+01
4.072542936947e+02,6.729377618309e+09,4.389754436122e+11,9.249031917169e+12,1.750647132276e+01
4.092706151082e+02,6.727545427758e+09,4.392536644979e+11,9.248859653133e+12,1.750647133372e+01
4.101212507046e+02,2.837856260549e+09,4.393710212062e+11,9.248787319017e+12,1.750647133809e+01
4.105997332275e+02,1.596189337931e+09,4.394370439226e+11,9.248746736821e+12,1.750647134035e+01
4.109585951198e+02,1.197091554027e+09,4.394865722295e+11,9.248716354040e+12,1.750647134182e+01
4.113174570120e+02,1.197029554992e+09,4.395360872911e+11,9.248686029487e+12,1.750647134348e+01
4.116763189042e+02,1.196973794317e+09,4.395856012969e+11,9.248655764546e+12,1.750647134511e+01
4.120351807964e+02,1.196923807729e+09,4.396351107047e+11,9.248625558323e+12,1.750647134669e+01
4.124837581617e+02,1.496072033064e+09,4.396969892179e+11,9.248587891980e+12,1.750647134864e+01
4.130444798682e+02,1.869954897037e+09,4.397743251900e+11,9.248540951805e+12,1.750647135102e+01
4.139206075348e+02,2.921485079042e+09,4.398951350190e+11,9.248467949722e+12,1.750647135443e+01
4.156317943835e+02,5.704832847028e+09,4.401310196690e+11,9.248326658965e+12,1.750647135950e+01
4.169151845200e+02,4.277968823359e+09,4.403078758039e+11,9.248221401898e+12,1.750647136334e+01
4.181985746565e+02,4.277318418359e+09,4.404846800446e+11,9.248116842863e+12,1.750647136675e+01
4.194819647930e+02,4.276677326027e+09,4.406614278163e+11,9.248012970199e+12,1.750647136991e+01
4.210862024637e+02,5.344847648979e+09,4.408822678595e+11,9.247884215548e+12,1.750647137324e+01
4.226904401344e+02,5.343881708558e+09,4.411030004391e+11,9.247756552163e+12,1.750647137627e+01
4.235928238241e+02,3.005626273616e+09,4.412271385291e+11,9.247685067259e+12,1.750647137793e+01
4.244952075138e+02,3.005320053195e+09,4.413512550961e+11,9.247613916479e+12,1.750647137933e+01
4.251719952812e+02,2.253812009169e+09,4.414443254422e+11,9.247560736533e+12,1.750647138035e+01
4.258487830485e+02,2.253652401149e+09,4.415373855019e+11,9.247507741816e+12,1.750647138133e+01
4.263563738739e+02,1.690145696307e+09,4.416071711171e+11,9.247468098562e+12,1.750647138205e+01
4.269908624058e+02,2.112532862232e+09,4.416943882204e+11,9.247418703969e+12,1.750647138293e+01
4.277839730706e+02,2.640438534449e+09,4.418033881620e+11,9.247357208001e+12,1.750647138397e+01
4.287133996309e+02,3.093956159363e+09,4.419310931046e+11,9.247285478233e+12,1.750647138513e+01
4.292362020711e+02,1.740253213990e+09,4.420029228585e+11,9.247245235003e+12,1.750647138562e+01
4.297590045113e+02,1.740158443610e+09,4.420747452660e+11,9.247205096604e+12,1.750647138611e+01
4.302818069515e+02,1.740061779543e+09,4.421465585441e+11,9.247165062784e+12,1.750647138661e+01
4.308046093917e+02,1.739969535647e+09,4.422183597074e+11,9.247125120888e+12,1.750647138713e+01
4.314581124419e+02,2.174819412437e+09,4.423080940944e+11,9.247075364379e+12,1.750647138777e+01
4.322749912547e+02,2.718303754295e+09,4.424202343213e+11,9.247013426366e+12,1.750647138853e+01
4.335513643997e+02,4.246809236089e+09,4.425953809919e+11,9.246917252822e+12,1.750647138950e+01
4.348277375447e+02,4.246268898527e+09,4.427704687403e+11,9.246821674113e+12,1.750647139043e+01
4.357850174034e+02,3.184405022213e+09,4.429017621466e+11,9.246750319926e+12,1.750647139112e+01
4.367422972621e+02,3.184104573544e+09,4.430329988772e+11,9.246679312459e+12,1.750647139173e+01
4.376995771209e+02,3.183806488997e+09,4.431641836590e+11,9.246608644441e+12,1.750647139226e+01
4.388961769443e+02,3.979304960440e+09,4.433281052178e+11,9.246520838604e+12,1.750647139284e+01
4.397936268119e+02,2.984227293273e+09,4.434510036242e+11,9.246455282140e+12,1.750647139327e+01
4.406910766794e+02,2.983975970965e+09,4.435738610503e+11,9.246390022260e+12,1.750647139369e+01
4.418128890139e+02,3.729575393971e+09,4.437273575156e+11,9.246308911956e+12,1.750647139418e+01
4.432151544320e+02,4.661351545489e+09,4.439191174686e+11,9.246208236962e+12,1.750647139471e+01
4.446174198500e+02,4.660727645700e+09,4.441107817728e+11,9.246108282974e+12,1.750647139519e+01
4.463702516226e+02,5.824932681014e+09,4.443502377452e+11,9.245984444399e+12,1.750647139568e+01
4.481230833952e+02,5.823986597886e+09,4.445895760393e+11,9.245861681506e+12,1.750647139613e+01
4.498759151678e+02,5.823051664546e+09,4.448287950942e+11,9.245739971915e+12,1.750647139653e+01
4.511905389972e+02,4.366765359174e+09,4.450081495829e+11,9.245649271871e+12,1.750647139681e+01
4.525051628267e+02,4.366254778382e+09,4.451874381634e+11,9.245559148875e+12,1.750647139705e+01
4.534911306988e+02,3.274405972776e+09,4.453218753409e+11,9.245491880530e+12,1.750647139722e+01
4.547235905389e+02,4.092563036009e+09,4.454898622247e+11,9.245408292805e+12,1.750647139743e+01
4.559560503790e+02,4.092128746074e+09,4.456577853834e+11,9.245325194940e+12,1.750647139760e+01
4.574966251791e+02,5.114481215213e+09,4.458676056470e+11,9.245222073953e+12,1.750647139779e+01
4.594223436793e+02,6.392074298898e+09,4.461297687610e+11,9.245094322457e+12,1.750647139801e+01
4.608666325544e+02,4.793493942338e+09,4.463263060147e+11,9.244999155588e+12,1.750647139815e+01
4.619498492107e+02,3.594808673022e+09,4.464736627156e+11,9.244928140798e+12,1.750647139826e+01
4.627622617030e+02,2.695931512009e+09,4.465841654311e+11,9.244875080376e+12,1.750647139831e+01
4.635746741952e+02,2.695758193652e+09,4.466946348596e+11,9.244822219816e+12,1.750647139838e+01
4.645901898105e+02,3.369428229147e+09,4.468326803329e+11,9.244756455730e+12,1.750647139846e+01
