# Observation File: water_balance.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [d]
# -----------------------------------------------------------------------------
# Observation Name: net runoff [mol d^-1]
# Region: surface domain outlet
# Reduction: extensive integral
# Variable: surface-water_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: surface water content [mol]
# Region: surface domain
# Reduction: extensive integral
# Variable: surface-water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: subsurface water content [mol]
# Region: computational domain
# Reduction: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: max ponded depth [m]
# Region: surface domain
# Reduction: maximum
# Variable: surface-ponded_depth
# Number of Vectors: 1
# =============================================================================
"time [d]","net runoff [mol d^-1]","surface water content [mol]","subsurface water content [mol]","max ponded depth [m]"
4.149189245944e+01,1.821570807985e+07,1.915543006895e+11,9.369347205012e+12,1.231729721066e+01
4.175857122902e+01,2.274699127575e+07,1.927039440676e+11,9.369078622709e+12,1.231729243332e+01
4.202524999860e+01,2.272631942656e+07,1.938527465406e+11,9.368810914835e+12,1.231728769309e+01
4.229192876818e+01,2.270743894413e+07,1.950007278097e+11,9.368544081445e+12,1.231728299605e+01
4.255860753776e+01,2.269002812630e+07,1.961477999675e+11,9.368278116406e+12,1.231727834492e+01
4.282528630733e+01,2.267382144631e+07,1.972940723228e+11,9.368013002711e+12,1.231727374182e+01
4.302529538452e+01,1.699671168860e+07,1.981532910473e+11,9.367814644712e+12,1.231727031610e+01
4.322530446170e+01,1.698845850024e+07,1.990120646816e+11,9.367616779935e+12,1.231726691722e+01
4.342531353888e+01,1.698056149804e+07,1.998702970832e+11,9.367419399895e+12,1.231726354427e+01
4.362532261607e+01,1.697298142509e+07,2.007280930072e+11,9.367222487347e+12,1.231726019709e+01
4.382533169325e+01,1.696568290644e+07,2.015854404708e+11,9.367026034552e+12,1.231725687580e+01
4.402534077043e+01,1.695863682582e+07,2.024423022593e+11,9.366830061229e+12,1.231725357768e+01
4.422534984762e+01,1.695182194945e+07,2.032911636748e+11,9.366642105324e+12,1.231725026538e+01
4.437535665551e+01,1.271012816722e+07,2.039333251360e+11,9.366495615700e+12,1.231724777228e+01
4.452536346339e+01,1.270648141242e+07,2.045752428751e+11,9.366349366514e+12,1.231724526923e+01
4.467537027128e+01,1.270292582009e+07,2.052169769769e+11,9.366203312931e+12,1.231724275573e+01
4.482537707917e+01,1.269946176292e+07,2.058584706299e+11,9.366057500567e+12,1.231724023173e+01
4.497538388706e+01,1.269608922405e+07,2.064997415486e+11,9.365911930444e+12,1.231723769752e+01
4.512539069494e+01,1.269281311718e+07,2.071407852916e+11,9.365766596471e+12,1.231723515332e+01
4.527539750283e+01,1.268963199414e+07,2.077815979405e+11,9.365621488993e+12,1.231723259991e+01
4.542540431072e+01,1.268654556200e+07,2.084221757687e+11,9.365476614262e+12,1.231723003795e+01
4.557541111861e+01,1.268355257237e+07,2.090625286270e+11,9.365331973342e+12,1.231722746831e+01
4.565978994804e+01,7.133568014567e+06,2.094189232985e+11,9.365254411099e+12,1.231722602079e+01
4.574416877748e+01,7.132654170313e+06,2.097529432443e+11,9.365199228742e+12,1.231722457120e+01
4.580745289956e+01,5.348983627068e+06,2.099933330669e+11,9.365167965245e+12,1.231722348290e+01
4.585491599112e+01,4.011455561507e+06,2.101718025224e+11,9.365146357684e+12,1.231722266608e+01
4.590237908267e+01,4.011176473371e+06,2.103472560458e+11,9.365127750424e+12,1.231722184869e+01
4.592907707168e+01,2.256199011958e+06,2.104450071615e+11,9.365118225585e+12,1.231722138873e+01
4.595577506068e+01,2.256111813233e+06,2.105419801844e+11,9.365109479194e+12,1.231722092860e+01
4.598247304968e+01,2.256025175582e+06,2.106383488322e+11,9.365101337257e+12,1.231722046830e+01
4.600917103868e+01,2.255939104673e+06,2.107342629925e+11,9.365093650149e+12,1.231722000784e+01
4.602919453043e+01,1.691906155245e+06,2.108059956015e+11,9.365088087941e+12,1.231721966240e+01
4.604921802218e+01,1.691858224690e+06,2.108775680711e+11,9.365082685582e+12,1.231721931688e+01
4.606924151393e+01,1.691810537886e+06,2.109490140189e+11,9.365077411076e+12,1.231721897126e+01
4.608926500568e+01,1.691763095949e+06,2.110203595922e+11,9.365072235860e+12,1.231721862557e+01
4.610803702920e+01,1.585986408319e+06,2.110871749427e+11,9.365067455319e+12,1.231721830141e+01
4.612680905272e+01,1.585945118230e+06,2.111539324892e+11,9.365062731509e+12,1.231721797718e+01
4.614558107623e+01,1.585904034666e+06,2.112206432400e+11,9.365058053383e+12,1.231721765288e+01
4.616435309975e+01,1.585863162780e+06,2.112873155580e+11,9.365053415882e+12,1.231721732851e+01
4.618312512327e+01,1.585822513239e+06,2.113539556813e+11,9.365048810073e+12,1.231721700408e+01
4.620659015266e+01,1.982215114449e+06,2.114372149258e+11,9.365043096264e+12,1.231721659845e+01
4.623592143941e+01,2.477671670705e+06,2.115412404363e+11,9.365036000399e+12,1.231721609128e+01
4.626525272615e+01,2.477576184440e+06,2.116456314912e+11,9.365028539339e+12,1.231721558397e+01
4.629458401290e+01,2.477482875719e+06,2.117501370074e+11,9.365020962214e+12,1.231721507656e+01
4.632391529964e+01,2.477393722578e+06,2.118546055501e+11,9.365013423498e+12,1.231721456904e+01
4.634591376470e+01,1.857998542271e+06,2.119329140607e+11,9.365007812456e+12,1.231721418836e+01
4.636241261350e+01,1.393474354996e+06,2.119918130217e+11,9.365003436424e+12,1.231721390283e+01
4.638303617449e+01,1.741808321975e+06,2.120657452260e+11,9.364997658855e+12,1.231721354589e+01
4.640365973548e+01,1.741777135563e+06,2.121396247547e+11,9.364991933325e+12,1.231721318892e+01
4.642943918672e+01,2.177179639573e+06,2.122323748251e+11,9.364984375678e+12,1.231721274268e+01
4.645521863796e+01,2.177146712746e+06,2.123250012983e+11,9.364976941313e+12,1.231721229641e+01
4.648744295201e+01,2.721395911430e+06,2.124408333825e+11,9.364967599408e+12,1.231721173853e+01
4.651966726606e+01,2.721369418696e+06,2.125562044595e+11,9.364958718830e+12,1.231721118062e+01
4.654383550160e+01,2.041016175265e+06,2.126427055478e+11,9.364952086033e+12,1.231721076220e+01
4.656800373714e+01,2.041008922479e+06,2.127291166707e+11,9.364945542599e+12,1.231721034378e+01
4.659821403156e+01,2.551256387691e+06,2.128370093031e+11,9.364937485045e+12,1.231720982077e+01
4.663597689959e+01,3.189075196111e+06,2.129714979708e+11,9.364927789978e+12,1.231720916705e+01
4.669498138088e+01,4.982987192818e+06,2.131820048391e+11,9.364912273972e+12,1.231720814572e+01
4.673923474185e+01,3.737292529846e+06,2.133396569334e+11,9.364900865130e+12,1.231720737987e+01
4.677242476258e+01,2.803007612368e+06,2.134582266469e+11,9.364891975604e+12,1.231720680561e+01
4.680561478331e+01,2.803055463906e+06,2.135772253909e+11,9.364882667511e+12,1.231720623149e+01
4.684710230922e+01,3.503917716467e+06,2.137261889385e+11,9.364870804859e+12,1.231720551407e+01
4.689896171661e+01,4.380107470642e+06,2.139157136296e+11,9.364852660083e+12,1.231720461765e+01
4.695082112399e+01,4.380423107726e+06,2.141065331592e+11,9.364833217649e+12,1.231720372166e+01
4.700268053138e+01,4.381009977218e+06,2.142974456787e+11,9.364813682204e+12,1.231720282617e+01
4.704157508692e+01,3.286150225343e+06,2.144402661171e+11,9.364799391759e+12,1.231720215489e+01
4.708046964246e+01,3.286594607996e+06,2.145824424861e+11,9.364785747538e+12,1.231720148397e+01
4.711936419800e+01,3.287081538312e+06,2.147240155050e+11,9.364772705455e+12,1.231720081344e+01
4.714853511466e+01,2.465601925583e+06,2.148299504514e+11,9.364763168360e+12,1.231720031078e+01
4.717770603131e+01,2.465908336812e+06,2.149359470914e+11,9.364753570723e+12,1.231719980836e+01
4.719411467193e+01,1.387173185401e+06,2.149955987754e+11,9.364748142751e+12,1.231719952584e+01
4.721052331255e+01,1.387277869745e+06,2.150552421840e+11,9.364742723568e+12,1.231719924340e+01
4.722693195317e+01,1.387399303291e+06,2.151147414459e+11,9.364737447765e+12,1.231719896105e+01
4.724744275394e+01,1.734470251354e+06,2.151889494180e+11,9.364731018870e+12,1.231719860824e+01
4.727308125491e+01,2.168570127098e+06,2.152814730074e+11,9.364723215778e+12,1.231719816744e+01
4.729871975588e+01,2.169193988116e+06,2.153747297758e+11,9.364714680912e+12,1.231719772685e+01
4.732435825684e+01,2.169915940607e+06,2.154678993979e+11,9.364706233012e+12,1.231719728647e+01
4.734999675781e+01,2.170747645204e+06,2.155610400985e+11,9.364697814312e+12,1.231719684630e+01
4.738204488402e+01,2.715040876374e+06,2.156768865184e+11,9.364687867397e+12,1.231719629644e+01
4.742210504178e+01,3.396796205989e+06,2.158213839160e+11,9.364675742124e+12,1.231719560967e+01
4.744463888052e+01,1.911725295994e+06,2.159026855855e+11,9.364668898649e+12,1.231719522356e+01
4.746717271926e+01,1.912827477373e+06,2.159848712651e+11,9.364661163192e+12,1.231719483766e+01
4.748970655800e+01,1.914007598508e+06,2.160676562909e+11,9.364652833068e+12,1.231719445197e+01
4.751787385642e+01,2.394517309660e+06,2.161717840937e+11,9.364641774136e+12,1.231719397021e+01
4.755308297946e+01,2.996913267201e+06,2.162989514937e+11,9.364630931530e+12,1.231719336855e+01
4.758829210249e+01,3.001730209274e+06,2.164307920179e+11,9.364615418952e+12,1.231719276747e+01
4.762350122552e+01,3.006761193939e+06,2.165646551162e+11,9.364597877560e+12,1.231719216699e+01
4.765871034855e+01,3.011880950292e+06,2.166993046080e+11,9.364579543194e+12,1.231719156716e+01
4.770272175234e+01,3.772925950975e+06,2.168687904457e+11,9.364555438392e+12,1.231719081840e+01
4.775773600708e+01,4.729037510415e+06,2.170810054687e+11,9.364524942042e+12,1.231718988415e+01
4.781275026181e+01,4.742159559987e+06,2.172932988906e+11,9.364494370852e+12,1.231718890158e+01
4.786776451655e+01,4.755380787715e+06,2.175062566662e+11,9.364463106951e+12,1.231718785773e+01
4.790902520760e+01,3.573978189779e+06,2.176671280507e+11,9.364438499131e+12,1.231718706304e+01
4.795028589866e+01,3.581409378960e+06,2.178296909247e+11,9.364412185051e+12,1.231718626241e+01
4.799154658971e+01,3.588829567994e+06,2.179922319602e+11,9.364385879024e+12,1.231718545985e+01
4.803280728076e+01,3.596252436814e+06,2.181555131927e+11,9.364358833169e+12,1.231718465777e+01
4.808438314458e+01,4.507292357582e+06,2.183607766436e+11,9.364323860006e+12,1.231718365775e+01
4.814885297435e+01,5.653739961709e+06,2.186169694011e+11,9.364280523509e+12,1.231718241442e+01
4.824958708336e+01,8.885907725639e+06,2.190193340573e+11,9.364210662861e+12,1.231718048979e+01
4.835032119238e+01,8.942972232104e+06,2.194241320145e+11,9.364138332962e+12,1.231717858925e+01
4.842587177414e+01,6.742249977915e+06,2.197184006127e+11,9.364093379374e+12,1.231717717942e+01
4.848253471046e+01,5.079110966218e+06,2.199385406977e+11,9.364060188894e+12,1.231717613080e+01
4.853919764678e+01,5.103905196033e+06,2.201582424619e+11,9.364027407071e+12,1.231717509000e+01
4.859586058310e+01,5.130335752214e+06,2.203784848006e+11,9.363994061501e+12,1.231717405661e+01
4.865252351942e+01,5.158459592052e+06,2.205979400057e+11,9.363961489940e+12,1.231717303022e+01
4.870918645574e+01,5.189309209018e+06,2.208163635453e+11,9.363929906308e+12,1.231717200975e+01
4.876584939206e+01,5.227588730992e+06,2.210354160863e+11,9.363897659132e+12,1.231717099435e+01
4.882251232839e+01,5.280359958329e+06,2.212570529288e+11,9.363862768654e+12,1.231716998345e+01
4.887917526471e+01,5.366827533561e+06,2.214821662269e+11,9.363824333507e+12,1.231716897671e+01
4.893583820103e+01,5.590140312559e+06,2.217098890661e+11,9.363783058733e+12,1.231716797388e+01
4.899250113735e+01,6.609181062076e+06,2.219381515543e+11,9.363740223821e+12,1.231716697479e+01
4.904916407367e+01,9.236863349271e+06,2.221647206323e+11,9.363696450094e+12,1.231716597934e+01
4.911999274407e+01,1.787327767433e+07,2.224429398361e+11,9.363640395898e+12,1.231716474022e+01
4.920852858207e+01,3.231893546081e+07,2.227827545102e+11,9.363568320838e+12,1.231716319763e+01
4.929706442007e+01,4.071806622568e+07,2.231163113456e+11,9.363494103107e+12,1.231716165896e+01
4.938560025808e+01,4.736703180621e+07,2.234444392006e+11,9.363418674102e+12,1.231716012235e+01
4.947413609608e+01,5.252067647512e+07,2.237681439765e+11,9.363342510975e+12,1.231715858691e+01
4.958480589358e+01,7.140446813084e+07,2.241680049764e+11,9.363246327920e+12,1.231715666856e+01
4.969547569108e+01,7.559403873911e+07,2.245645400300e+11,9.363149280805e+12,1.231715475256e+01
4.980614548858e+01,7.863021120036e+07,2.249586087769e+11,9.363051656316e+12,1.231715284035e+01
4.994448273546e+01,1.015424824984e+08,2.254485941002e+11,9.362928970605e+12,1.231715045730e+01
5.008281998234e+01,1.037964230226e+08,2.259368527744e+11,9.362805781372e+12,1.231714808500e+01
5.025574154093e+01,1.320456223581e+08,2.265455075473e+11,9.362651147109e+12,1.231714507581e+01
5.042866309953e+01,1.336089269089e+08,2.271531653949e+11,9.362495946350e+12,1.231714204427e+01
5.060158465813e+01,1.347408205393e+08,2.277601290603e+11,9.362340303393e+12,1.231713904257e+01
5.077450621673e+01,1.356055351871e+08,2.283664841670e+11,9.362184406535e+12,1.231713615039e+01
5.099065816497e+01,1.705046402552e+08,2.291234852796e+11,9.361989465201e+12,1.231713246413e+01
5.120681011322e+01,1.712234355347e+08,2.298796471831e+11,9.361794646335e+12,1.231712888337e+01
5.142296206146e+01,1.717196712442e+08,2.306350758525e+11,9.361600072381e+12,1.231712524173e+01
5.163911400971e+01,1.720475804268e+08,2.313898855462e+11,9.361405796086e+12,1.231712171418e+01
5.185526595796e+01,1.722563126580e+08,2.321441018346e+11,9.361211877656e+12,1.231711827754e+01
5.201737991914e+01,1.292727519857e+08,2.327094613809e+11,9.361066661012e+12,1.231711574659e+01
5.217949388032e+01,1.293268077618e+08,2.332745587997e+11,9.360921673034e+12,1.231711325184e+01
5.238213633181e+01,1.617089708170e+08,2.339805683499e+11,9.360740755628e+12,1.231711019384e+01
5.263543939616e+01,2.021731337718e+08,2.348624461624e+11,9.360515176750e+12,1.231710647154e+01
5.282541669442e+01,1.516379362007e+08,2.355235405130e+11,9.360346309427e+12,1.231710374693e+01
5.301539399268e+01,1.516364995061e+08,2.361843168423e+11,9.360177753136e+12,1.231710107846e+01
5.320537129095e+01,1.516275786520e+08,2.368447815277e+11,9.360009517807e+12,1.231709845272e+01
5.339534858921e+01,1.516125404312e+08,2.375049341302e+11,9.359841607113e+12,1.231709585647e+01
5.358532588747e+01,1.515923507808e+08,2.381437705797e+11,9.359695033559e+12,1.231709327148e+01
5.377530318574e+01,1.515677281088e+08,2.388032551693e+11,9.359527836685e+12,1.231709069544e+01
5.396528048400e+01,1.515392332970e+08,2.394624673606e+11,9.359360939276e+12,1.231708812350e+01
5.420275210683e+01,1.893730257198e+08,2.402860423747e+11,9.359152816036e+12,1.231708491367e+01
5.444022372966e+01,1.893163658436e+08,2.411091732140e+11,9.358945193080e+12,1.231708171565e+01
5.467769535249e+01,1.892548073224e+08,2.419318802593e+11,9.358738053415e+12,1.231707854822e+01
5.491516697531e+01,1.891890524362e+08,2.427541619257e+11,9.358531406727e+12,1.231707539737e+01
5.515263859814e+01,1.891197993866e+08,2.435760119915e+11,9.358325256448e+12,1.231707223886e+01
5.539011022097e+01,1.890477619621e+08,2.443974121099e+11,9.358119628420e+12,1.231706899835e+01
5.562758184380e+01,1.889736438651e+08,2.452183777723e+11,9.357914509930e+12,1.231706559709e+01
5.586505346663e+01,1.888980988943e+08,2.460389015263e+11,9.357709910724e+12,1.231706200290e+01
5.610252508946e+01,1.888216992642e+08,2.468589889214e+11,9.357505828112e+12,1.231705823573e+01
5.633999671229e+01,1.887449407235e+08,2.476786070649e+11,9.357302289750e+12,1.231705433872e+01
5.657746833512e+01,1.886682781034e+08,2.484976974881e+11,9.357099343862e+12,1.231705035729e+01
5.681493995795e+01,1.885920542999e+08,2.493163018978e+11,9.356896969350e+12,1.231704633474e+01
5.705241158077e+01,1.885165786890e+08,2.501344204268e+11,9.356695164669e+12,1.231704192994e+01
5.728988320360e+01,1.884421298947e+08,2.509520411154e+11,9.356493924223e+12,1.231703740404e+01
5.752735482643e+01,1.883688672122e+08,2.517691698765e+11,9.356293246442e+12,1.231703291160e+01
5.776482644926e+01,1.882968746205e+08,2.525858304081e+11,9.356093110343e+12,1.231702850792e+01
5.800229807209e+01,1.882262003535e+08,2.534020198782e+11,9.355893503272e+12,1.231702420692e+01
5.823976969492e+01,1.881567756776e+08,2.542177465294e+11,9.355694441600e+12,1.231702000893e+01
5.847724131775e+01,1.880883431006e+08,2.550330143561e+11,9.355495919271e+12,1.231701590760e+01
5.871471294058e+01,1.880205145231e+08,2.558478074266e+11,9.355297939073e+12,1.231701189269e+01
5.895218456341e+01,1.879528092776e+08,2.566621208602e+11,9.355100494083e+12,1.231700795885e+01
5.918965618624e+01,1.878847220750e+08,2.574759925278e+11,9.354903569171e+12,1.231700410410e+01
5.942712780906e+01,1.878157841480e+08,2.582894503584e+11,9.354707110781e+12,1.231700032569e+01
5.966459943189e+01,1.877455625457e+08,2.591025208570e+11,9.354511113682e+12,1.231699662174e+01
5.990207105472e+01,1.876737091796e+08,2.599151960623e+11,9.354315587262e+12,1.231699299087e+01
6.000000000000e+01,7.738085912911e+07,2.602502761138e+11,9.354235034338e+12,1.231699150722e+01
6.023747162283e+01,1.875693257651e+08,2.610624260226e+11,9.354040149884e+12,1.231698798780e+01
6.047494324566e+01,1.874929125760e+08,2.618742063130e+11,9.353845703394e+12,1.231698454225e+01
6.077178277419e+01,2.342431556406e+08,2.628883704085e+11,9.353603337269e+12,1.231698033985e+01
6.099441242060e+01,1.756118248644e+08,2.636486754781e+11,9.353421937229e+12,1.231855735990e+01
6.116138465540e+01,1.316687625117e+08,2.642187412498e+11,9.353286087410e+12,1.237448848209e+01
6.132835689020e+01,1.316282770645e+08,2.647886464205e+11,9.353150432267e+12,1.243019796743e+01
6.153707218370e+01,1.644716222023e+08,2.655007619767e+11,9.352981193600e+12,1.249956025577e+01
6.179796630058e+01,2.054896377142e+08,2.663905273897e+11,9.352770147662e+12,1.258591635931e+01
6.205886041746e+01,2.053900456555e+08,2.672798635658e+11,9.352559634462e+12,1.267194990558e+01
6.231975453433e+01,2.052913262590e+08,2.681687595337e+11,9.352349654076e+12,1.275769826257e+01
6.256434276891e+01,1.923749378979e+08,2.690017251088e+11,9.352153241119e+12,1.283786328873e+01
6.280893100348e+01,1.922906085782e+08,2.698343197809e+11,9.351957278464e+12,1.291783061807e+01
6.305351923805e+01,1.922077620454e+08,2.706665777770e+11,9.351761770298e+12,1.299762986476e+01
6.329810747262e+01,1.921264209580e+08,2.714984503599e+11,9.351566710814e+12,1.307725974035e+01
6.354269570720e+01,1.920465193482e+08,2.723299536226e+11,9.351372096725e+12,1.315673634364e+01
6.372613688313e+01,1.439905155504e+08,2.729533816351e+11,9.351226386092e+12,1.321625588675e+01
6.390957805906e+01,1.439465350326e+08,2.735766008083e+11,9.351080928030e+12,1.327569552261e+01
6.413887952897e+01,1.798637903551e+08,2.743552817561e+11,9.350899506674e+12,1.334987950249e+01
6.431085563140e+01,1.348583325309e+08,2.749391138864e+11,9.350763665821e+12,1.340544801593e+01
6.448283173384e+01,1.348183323091e+08,2.755227578703e+11,9.350628058383e+12,1.346095131340e+01
6.469780186188e+01,1.684601675069e+08,2.762520091356e+11,9.350458913598e+12,1.353023218115e+01
6.491277198992e+01,1.683977550025e+08,2.769809728151e+11,9.350290114698e+12,1.359941209795e+01
6.512774211796e+01,1.683359732768e+08,2.777096389964e+11,9.350121673286e+12,1.366848840020e+01
6.534271224601e+01,1.682749162034e+08,2.784380068086e+11,9.349953594265e+12,1.373745790287e+01
6.555768237405e+01,1.682145815192e+08,2.791623838952e+11,9.349789570558e+12,1.380631172228e+01
6.577265250209e+01,1.681549590652e+08,2.798690644750e+11,9.349643294493e+12,1.387504173918e+01
6.598762263013e+01,1.680960549412e+08,2.805641693987e+11,9.349508655330e+12,1.394363520509e+01
6.614885022616e+01,1.260392210489e+08,2.811074640596e+11,9.349385749593e+12,1.399499181835e+01
6.626977092319e+01,9.451109114646e+07,2.815163257207e+11,9.349292191952e+12,1.403344959382e+01
6.639069162021e+01,9.449290950530e+07,2.819251175229e+11,9.349198719964e+12,1.407184378739e+01
6.651161231724e+01,9.447487691613e+07,2.823338259814e+11,9.349105351372e+12,1.411016592483e+01
6.666276318852e+01,1.180657271109e+08,2.828445957257e+11,9.348988799145e+12,1.415794113538e+01
6.685170177762e+01,1.475392577832e+08,2.834828402460e+11,9.348843355918e+12,1.421742530519e+01
6.704064036671e+01,1.474970589498e+08,2.841208837186e+11,9.348698159966e+12,1.427659003227e+01
6.722957895581e+01,1.474556329981e+08,2.847587159868e+11,9.348553206811e+12,1.433530448591e+01
6.741851754491e+01,1.474150551028e+08,2.853963480879e+11,9.348408492941e+12,1.439341353871e+01
6.760745613401e+01,1.473753951842e+08,2.860338054202e+11,9.348264017902e+12,1.445052788580e+01
6.784362937039e+01,1.841591783809e+08,2.868303019280e+11,9.348083798238e+12,1.452250023607e+01
6.807980260676e+01,1.841010176917e+08,2.876265030593e+11,9.347903949316e+12,1.459598663918e+01
6.831597584314e+01,1.840447295382e+08,2.884026916224e+11,9.347744137106e+12,1.465152654615e+01
6.855214907951e+01,1.839901822974e+08,2.891987884258e+11,9.347564478141e+12,1.467601552066e+01
6.878832231589e+01,1.839371885075e+08,2.899945974392e+11,9.347385161778e+12,1.468565864484e+01
6.902449555226e+01,1.838855562967e+08,2.907900908653e+11,9.347206216301e+12,1.468961042385e+01
6.926066878864e+01,1.838350954669e+08,2.915852652494e+11,9.347027625340e+12,1.469139347750e+01
6.949684202501e+01,1.837856285312e+08,2.923801276382e+11,9.346849399612e+12,1.469231412205e+01
6.973301526139e+01,1.837370259503e+08,2.931746876142e+11,9.346671528233e+12,1.469285495139e+01
6.996918849776e+01,1.836891886968e+08,2.939689319821e+11,9.346493996223e+12,1.469320062930e+01
7.020536173414e+01,1.836420637126e+08,2.947629208121e+11,9.346316794299e+12,1.469343266036e+01
7.044153497051e+01,1.835956171917e+08,2.955566079593e+11,9.346139911077e+12,1.469358737458e+01
7.067770820688e+01,1.835498194561e+08,2.963500940285e+11,9.345963283241e+12,1.469369100044e+01
7.091388144326e+01,1.835047250925e+08,2.971433461568e+11,9.345786942340e+12,1.469375759698e+01
7.109101137054e+01,1.376034583570e+08,2.977381219367e+11,9.345654877575e+12,1.469379191714e+01
7.126814129782e+01,1.375786667358e+08,2.983327384560e+11,9.345523002342e+12,1.469381449024e+01
7.140098874328e+01,1.031701725766e+08,2.987786137730e+11,9.345424203731e+12,1.469382613936e+01
7.153383618874e+01,1.031564848271e+08,2.992243898000e+11,9.345325512142e+12,1.469383361138e+01
7.166668363420e+01,1.031429218791e+08,2.996700658274e+11,9.345226927169e+12,1.469383777755e+01
7.179953107966e+01,1.031294867873e+08,3.001156603311e+11,9.345128447050e+12,1.469383935268e+01
7.193237852512e+01,1.031161810583e+08,3.005611702006e+11,9.345030071318e+12,1.469383889777e+01
7.209843783195e+01,1.288746673692e+08,3.011178942080e+11,9.344907256101e+12,1.469383603559e+01
7.226449713878e+01,1.288543803472e+08,3.016744802596e+11,9.344784583104e+12,1.469383145975e+01
7.238904161890e+01,9.662947328440e+07,3.020918515992e+11,9.344692663794e+12,1.469382724885e+01
7.254472221905e+01,1.207693625003e+08,3.026134510657e+11,9.344577920946e+12,1.469382120123e+01
7.273932296923e+01,1.509347762850e+08,3.032652270760e+11,9.344434729237e+12,1.469381258415e+01
7.296737072336e+01,1.768403111046e+08,3.040287376372e+11,9.344267282884e+12,1.469380162630e+01
7.319541847748e+01,1.768045200124e+08,3.047919087662e+11,9.344100220402e+12,1.469378995587e+01
7.342346623161e+01,1.767693021729e+08,3.055546545587e+11,9.343933545297e+12,1.469377788995e+01
7.365151398573e+01,1.767346469694e+08,3.063170719929e+11,9.343767261405e+12,1.469376542102e+01
7.387956173986e+01,1.767005394844e+08,3.070791315420e+11,9.343601363376e+12,1.469375277305e+01
7.416462143251e+01,2.208234208405e+08,3.080311944046e+11,9.343394571612e+12,1.469373670215e+01
7.452094604833e+01,2.759495568039e+08,3.092204452070e+11,9.343137006563e+12,1.469371656396e+01
7.487727066415e+01,2.758717185726e+08,3.104089025462e+11,9.342880346743e+12,1.469369650972e+01
7.523359527997e+01,2.757957657736e+08,3.115965094391e+11,9.342624603692e+12,1.469367656783e+01
7.558991989579e+01,2.757216639322e+08,3.127832163437e+11,9.342369770608e+12,1.469365683694e+01
7.579035249219e+01,1.550703119034e+08,3.134504637061e+11,9.342226723756e+12,1.469364559037e+01
7.594067693949e+01,1.162898928782e+08,3.139507693205e+11,9.342119604977e+12,1.469363734596e+01
7.609100138679e+01,1.162772015130e+08,3.144509257003e+11,9.342012652715e+12,1.469362910913e+01
7.627890694592e+01,1.453269664229e+08,3.150726312058e+11,9.341882471649e+12,1.469361883849e+01
7.646681250504e+01,1.453077059241e+08,3.156974642393e+11,9.341749118035e+12,1.469360858377e+01
7.660774167438e+01,1.089700674806e+08,3.161660019493e+11,9.341649228446e+12,1.469360087119e+01
7.674867084373e+01,1.089595226319e+08,3.166327790187e+11,9.341551126114e+12,1.469359320182e+01
7.688960001307e+01,1.089511110673e+08,3.171008817856e+11,9.341451728213e+12,1.469358554118e+01
7.699529689008e+01,8.171220793953e+07,3.174509405676e+11,9.341378178457e+12,1.469357980356e+01
7.710099376708e+01,8.172982306245e+07,3.177978547604e+11,9.341307731595e+12,1.469357407483e+01
7.720669064409e+01,8.181801099766e+07,3.181369957396e+11,9.341244995495e+12,1.469356835556e+01
7.731238752110e+01,8.217329949719e+07,3.184682741442e+11,9.341189835553e+12,1.469356264550e+01
7.739166017885e+01,6.208534740813e+07,3.187153645184e+11,9.341149384123e+12,1.469355836998e+01
7.747093283661e+01,6.316162265828e+07,3.189723162113e+11,9.341097974958e+12,1.469355410117e+01
7.753038732992e+01,4.846704585663e+07,3.191656056137e+11,9.341057708073e+12,1.469355090338e+01
7.758984182324e+01,5.043633207795e+07,3.193570901832e+11,9.341017288731e+12,1.469354771009e+01
7.766415993989e+01,6.895220597875e+07,3.195905867139e+11,9.340966674172e+12,1.469354372036e+01
7.773847805653e+01,7.854579762599e+07,3.198145844328e+11,9.340916001220e+12,1.469353974631e+01
7.783137570234e+01,1.191200467319e+08,3.200734737813e+11,9.340852791179e+12,1.469353479097e+01
7.792427334815e+01,1.423635456274e+08,3.203091541420e+11,9.340789577200e+12,1.469352985235e+01
7.801717099395e+01,1.638894804281e+08,3.205226799765e+11,9.340726974961e+12,1.469352490239e+01
7.811006863976e+01,1.814813029689e+08,3.207179589569e+11,9.340665054967e+12,1.469352000290e+01
7.820296628557e+01,1.947458062860e+08,3.208995227901e+11,9.340603593881e+12,1.469351511440e+01
7.831908834283e+01,2.574089484147e+08,3.211126559720e+11,9.340526633644e+12,1.469350902862e+01
7.843521040009e+01,2.663999671717e+08,3.213178662558e+11,9.340448601952e+12,1.469350297160e+01
7.855133245735e+01,2.721322861361e+08,3.215178883069e+11,9.340369995474e+12,1.469349694000e+01
7.866745451460e+01,2.757385676173e+08,3.217147784440e+11,9.340290909085e+12,1.469349096968e+01
7.881260708618e+01,3.481510458286e+08,3.219577303902e+11,9.340191743077e+12,1.469348455219e+01
7.895775965775e+01,3.505527234073e+08,3.221985304132e+11,9.340092307216e+12,1.469348249486e+01
7.913920037222e+01,4.406464921617e+08,3.224975886886e+11,9.339967527024e+12,1.469351736720e+01
